frame_idx,prev_identity,new_identity,new_run_len,gt_suspect,reason,trip_id
26,Identity_1,Identity_2,19,True,embeddings_contradict_label(dist=0.271),1867051776943134
16,Identity_3,Identity_6,50,False,clean_transition,716821775101184
107,Identity_2,Identity_1,78,True,embeddings_contradict_label(dist=0.171),1852761776296553
15,Identity_1,Identity_2,55,True,embeddings_contradict_label(dist=0.099),1849501775222144
10,Identity_1,Identity_3,76,False,clean_transition,1264401775111741
38,Identity_2,Identity_1,16,True,embeddings_contradict_label(dist=0.096),1866411775440431
5,Identity_2,Identity_1,18,True,embeddings_contradict_label(dist=0.222),1866731775097484
2,Identity_1,Identity_2,82,False,clean_transition,1866531776513285
122,Identity_1,Identity_2,28,True,embeddings_contradict_label(dist=0.199),1592551776300447
144,Identity_2,Identity_1,5,True,embeddings_contradict_label(dist=0.486),1888041776316680
118,Identity_5,Identity_1,69,True,embeddings_contradict_label(dist=0.096),1480061776559750
41,Identity_2,Identity_1,13,True,embeddings_contradict_label(dist=0.154),1792391776381419
3,Identity_5,Identity_1,48,False,clean_transition,1808471775015102
26,Identity_3,Identity_1,4,True,embeddings_contradict_label(dist=0.143),1808781775199502
53,Identity_4,Identity_3,2,True,embeddings_contradict_label(dist=0.298),1716901776311831
10,Identity_4,Identity_3,36,False,clean_transition,1808751776780443
38,Identity_1,Identity_2,5,True,embeddings_contradict_label(dist=0.223),1592541776929343
3,Identity_1,Identity_3,108,False,clean_transition,1211501776318412
25,Identity_2,Identity_5,57,False,clean_transition,1264401776323964
102,Identity_2,Identity_1,37,True,embeddings_contradict_label(dist=0.197),1866661775168152
78,Identity_1,Identity_3,9,True,embeddings_contradict_label(dist=0.233),1509271776298576
82,Identity_1,Identity_4,64,False,clean_transition,1808771775234293
21,Identity_1,Identity_4,7,False,clean_transition,1866611775119512
20,Identity_1,Identity_2,5,True,embeddings_contradict_label(dist=0.089),1066141775086247
8,Identity_1,Identity_4,36,True,embeddings_contradict_label(dist=0.281),1649021776448461
60,Identity_3,Identity_2,10,False,clean_transition,1792391776441788
84,Identity_2,Identity_1,4,True,embeddings_contradict_label(dist=0.184),716681776542382
11,Identity_6,Identity_4,6,False,clean_transition,716821775367857
94,Identity_1,Identity_5,9,False,clean_transition,716741775357021
55,Identity_1,Identity_3,63,False,clean_transition,1214301775622904
28,Identity_1,Identity_2,29,True,embeddings_contradict_label(dist=0.282),1821141776895300
10,Identity_2,Identity_1,17,True,embeddings_contradict_label(dist=0.325),1593491775098280
99,Identity_2,Identity_3,53,False,clean_transition,1661531776393114
93,Identity_1,Identity_2,138,True,embeddings_contradict_label(dist=0.351),1592761776616929
105,Identity_1,Identity_4,5,False,clean_transition,1791781776299254
246,Identity_1,Identity_2,25,False,clean_transition,711901776485730
24,Identity_1,Identity_2,24,True,embeddings_contradict_label(dist=0.139),1866501776290564
30,Identity_3,Identity_2,24,True,embeddings_contradict_label(dist=0.267),1263951776395748
10,Identity_2,Identity_1,227,False,clean_transition,1264301776337759
21,Identity_2,Identity_4,164,False,clean_transition,1245811776333528
60,Identity_1,Identity_3,62,False,clean_transition,1808801776319729
122,Identity_3,Identity_1,115,False,clean_transition,1808801776319729
13,Identity_1,Identity_2,9,True,embeddings_contradict_label(dist=0.353),1569091776328406
10,Identity_1,Identity_4,18,False,clean_transition,716561775458958
2,Identity_2,Identity_3,205,False,clean_transition,1649021776920576
2,Identity_1,Identity_4,245,False,clean_transition,711861775294902
214,Identity_1,Identity_4,29,False,clean_transition,1649021776287989
19,Identity_1,Identity_2,43,False,clean_transition,1867391776320623
113,Identity_2,Identity_3,84,False,clean_transition,1808801776356704
69,Identity_1,Identity_2,168,False,clean_transition,1808751776932669
22,Identity_1,Identity_2,58,True,embeddings_contradict_label(dist=0.242),1211421776328950
105,Identity_1,Identity_6,2,True,ambiguous_1frame_glitch,1849501776351238
240,Identity_1,Identity_2,8,False,clean_transition,1808751776300482
9,Identity_4,Identity_6,19,False,clean_transition,1213801776293169
2,Identity_1,Identity_2,19,False,clean_transition,1829671776299266
110,Identity_2,Identity_1,2,False,clean_transition,1829671776299266
151,Identity_1,Identity_2,40,False,clean_transition,716971776440402
82,Identity_1,Identity_3,15,True,ambiguous_1frame_glitch,1791321775188320
5,Identity_1,Identity_5,98,True,ambiguous_1frame_glitch,1480061776493298
5,Identity_1,Identity_2,83,False,clean_transition,1866531776371445
193,Identity_2,Identity_1,12,False,clean_transition,1804461776934918
100,Identity_2,Identity_4,147,False,clean_transition,1808751776748628
49,Identity_1,Identity_2,139,True,embeddings_contradict_label(dist=0.489),1264001776343000
120,Identity_1,Identity_3,107,True,embeddings_contradict_label(dist=0.119),1480091776346277
6,Identity_4,Identity_5,128,False,clean_transition,1808471776608491
135,Identity_1,Identity_2,15,True,embeddings_contradict_label(dist=0.097),1867461776487856
89,Identity_1,Identity_3,30,True,embeddings_contradict_label(dist=0.192),1847001776478976
44,Identity_3,Identity_5,81,False,clean_transition,716671775460854
47,Identity_1,Identity_3,250,False,clean_transition,712571776934598
122,Identity_1,Identity_2,4,False,clean_transition,1823901776450046
163,Identity_1,Identity_2,96,False,clean_transition,1866601776657089
259,Identity_2,Identity_1,9,False,clean_transition,1866601776657089
3,Identity_2,Identity_1,10,True,embeddings_contradict_label(dist=0.303),1243861776560537
9,Identity_1,Identity_2,12,False,clean_transition,1720931776812697
13,Identity_1,Identity_3,90,False,clean_transition,1867131776405754
4,Identity_2,Identity_1,182,False,clean_transition,716941776342794
6,Identity_2,Identity_1,30,True,embeddings_contradict_label(dist=0.160),711861776366938
